model,variable,HR,HR_Lower,HR_Upper,p_value,concordance,n_obs,n_events
velocity_index_roll4_full_lag0,Capacity_Velocity_Index_pp_roll4_lag0_scaled,0.9964792743358504,0.8903851754582968,1.1152150457466945,0.9510353947943161,0.6854071707999857,3010,33
velocity_index_roll4_full_lag0,Government_Type_State,1.0106513530554542,0.8116174136146005,1.2584946309664118,0.9245656806275133,0.6854071707999857,3010,33
velocity_index_roll4_full_lag0,Prior_Grant_Count,1.002184742992853,0.9099347406388887,1.1037871335503178,0.964668517729849,0.6854071707999857,3010,33
velocity_index_roll4_full_lag0,Prior_Grant_Dollars_log,1.0018208736067657,0.9906135476016001,1.013154993916825,0.7512829412597104,0.6854071707999857,3010,33
velocity_index_roll4_full_lag0,Disaster_Year,1.0017766747144663,0.9734461182227014,1.030931745697694,0.9034713634036964,0.6854071707999857,3010,33
velocity_index_roll4_full_lag0,Population_log,0.9964245885652465,0.9439868440593738,1.0517752095229125,0.8966775894577528,0.6854071707999857,3010,33
velocity_pp_roll4_only_lag2,Disbursement_Velocity_pp_roll4_lag2,1.0000357037542869,0.984232465214749,1.016092685547745,0.9964947745211861,0.6248519435770432,2761,33
velocity_pp_roll4_only_lag2,Expenditure_Velocity_pp_roll4_lag2,1.000642630515748,0.9921587305285396,1.0091990759100355,0.8824363121325494,0.6248519435770432,2761,33
velocity_pp_roll4_full_lag2,Disbursement_Velocity_pp_roll4_lag2,1.0000346589335356,0.9841941023657795,1.0161301684945812,0.996605431525813,0.7133807113886795,2757,33
velocity_pp_roll4_full_lag2,Expenditure_Velocity_pp_roll4_lag2,1.0006424594690069,0.9921508626659891,1.0092067339453288,0.8825735970444643,0.7133807113886795,2757,33
velocity_pp_roll4_full_lag2,Government_Type_State,1.0114856285252027,0.8053231632243714,1.270425617235074,0.9217712922498743,0.7133807113886795,2757,33
velocity_pp_roll4_full_lag2,Prior_Grant_Count,1.0023805267782515,0.9037909525543688,1.1117246943272556,0.9640979347230239,0.7133807113886795,2757,33
