Grantee,state_level,z_avg_employment,z_avg_payroll,z_rev_programs_per_staff,z_rev_disasters_per_staff,z_Ratio_disbursed_to_obligated,z_Ratio_expended_to_disbursed,z_Ratio_obligated_funds_fully_expended,z_Ratio_Program_Completed,z_rev_Duration_of_completion,z_rev_Average_Duration_Program_Completion,z_E_TOTPOP,z_SPL_THEME1,z_SPL_THEME2,z_SPL_THEME3,z_SPL_THEME4
"Bradford County, PA",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-0.1427492499119432,-0.6762346060120825,-0.23715461704264654,0.5686675225880058,0.4187938990314442,0.03773416290976122,-0.4689709743126226,-0.35745368891316404,-0.5130164592110816,0.05857419309153436,-1.2519963484487964,0.026968750225597686
"Broome County, NY",0,-0.420421510606961,-0.4385213263220568,-0.41060378960045757,-0.1427492499119432,0.07744655089454741,-0.07716315015243558,0.5546265788933199,0.4187938990314442,-0.9325833078625398,-3.0929196940041437,-0.35745368891316404,0.06472086416175322,-0.3549780180129226,0.11430682512393635,1.149542759649066
"Brown County, IN",0,-0.420421510606961,-0.4385213263220568,-1.256848225658027,-0.1427492499119432,1.1276372927137934,0.020016632191949598,0.5686675225880058,0.4187938990314442,0.8286489999209807,0.7209377321875697,-0.35745368891316404,-0.9913871963331439,-1.041587990421966,-1.3865947241096328,-1.9951625207311394
CA,1,0.5967693713392443,1.1480458420793676,0.717722124197029,1.1975079966352087,-1.0817039736744356,-0.033861295936681635,-1.448225315662627,-1.013164318600696,0.4184021169834538,-0.03244439699224297,7.789346570846097,0.41740738476342804,-0.7283294717445741,1.5075284410538796,0.9488265930748503
CO,1,0.9751174699798787,1.5860025626750471,0.7177221115306939,1.1975079951164513,-0.2080342486668309,-1.0446615233411123,-1.3414467581581135,0.31537469442467847,0.08065576077195546,0.5420851890066574,0.7852650053973275,-0.8808402158824653,-1.3353914578968873,0.7548792655413988,-0.19050153108078657
CT,1,1.8942074478336313,1.8677987371222335,0.7177221227346638,1.1975079954402554,1.6705371234693596,0.19267875365697976,0.5977860087320627,0.4187938990314442,-0.843364256126518,0.11869888066660389,0.3997535270360244,-0.8315169462291853,-0.8818107401429883,0.8774796628062493,0.4676268682944214
"Calcasieu Parish, LA",0,-0.420421510606961,-0.4385213263220568,-0.692685268286314,-2.8232637471549733,-0.8732838996256415,-0.20942958582624926,-0.9032363587821868,-0.3258243741372686,1.3285971997390484,-0.08301330349692732,-0.3153429096317461,0.40621265880346136,1.0153413962286504,0.32979211062370817,0.8920949320466759
"Cameron County, TX",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-0.1427492499119432,-0.6641420375343413,0.10173409503444919,0.5686675225880067,0.4187938990314442,0.6521399570270134,0.04432455577949142,-0.26960451884741643,2.563067307770525,1.5069360081574235,1.7066812741534025,1.2227239053882248
"Cameron Parish, LA",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,-0.23245491111369165,-0.2807869869123559,0.5686675225880058,0.4187938990314442,-3.3111150006304264,-4.689713911656232,-0.35745368891316404,-0.9849901048632714,-0.764315395623383,-0.5214209475934894,-1.1266536363418471
"Carroll County, IN",0,-0.420421510606961,-0.4385213263220568,-0.9747667469721706,-0.1427492499119432,0.7031387700240448,-0.060927091218511836,0.5686675225880058,0.4187938990314442,-1.0193910338759666,0.35384194823898835,-0.35745368891316404,-0.9462547752644497,-0.5879268799391595,-0.6247586817706792,-2.1790365674748458
"Carter County, MO",0,-0.420421510606961,-0.4385213263220568,-0.9747667469721706,-0.1427492499119432,-1.0684493683373018,-0.35574515135211154,-2.741699723161498,0.4187938990314442,-0.05100262368174148,0.6451413873801776,-0.35745368891316404,1.5111220604747733,1.3855669318464383,-1.472881199295743,-0.5473356188334644
"Catahoula Parish, LA",0,-0.420421510606961,-0.4385213263220568,-0.1285223109146011,-0.1427492499119432,-1.1502720016137868,-0.07449838806624594,0.568667522588005,0.4187938990314442,-2.07844529123977,-1.1550553400010577,-0.35745368891316404,1.7740848535800726,-0.46701101153075497,0.014805624219739653,1.459120450043775
"Chambers County, TX",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,-0.5728204202596326,-0.07449838806624594,0.5686675225880058,0.4187938990314442,0.4765954444220843,-0.1607682795152719,-0.35745368891316404,-0.3675767031460457,-0.5959033390245712,0.9512749773923355,-1.3115545749366184
"Clark County, IN",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,-0.36406972429345763,-0.8619893252666695,0.5686675225880041,0.4187938990314442,-0.13973941027324419,-0.7783005528203841,-0.33320517804610067,-0.7234384348763266,-0.5584230454811866,0.042478396624012725,-0.7625902724376686
"Clay County, IN",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-0.1427492499119432,1.5574909369581336,-1.0627223092589342,0.5686675225880058,0.4187938990314442,1.0938948294064508,0.7136934797635004,-0.35745368891316404,-0.5561027517581622,0.751982284039281,-1.4045695929627293,-1.1198278258024124
"Cleveland County, OK",0,-0.420421510606961,-0.4385213263220568,-8.30888519280444,-0.1427492499119432,1.1573237637967644,-0.11898763689405048,0.5525154069653305,0.4187938990314442,-1.0213200944540421,0.28269567564732406,-0.2997530912543723,-0.9519463051751448,-1.0815156066392846,0.5080132905367232,0.3228344141384342
"Columbia County, PA",0,-0.420421510606961,-0.4385213263220568,-0.692685268286314,-1.4830064985334581,-1.317626518172868,-0.08975952886449276,0.5686675225880067,0.4187938990314442,0.25668253852140377,-0.5720808338152099,-0.35745368891316404,-0.5015158057964954,-2.2577713969960045,-0.8586451175983241,0.21171867531285965
"Cook County, IL",0,0.26350331348039724,0.8746156207611624,0.7177221083265934,1.1975079911000621,-0.6766843789691803,-0.09772855188040713,-0.18196005473964838,0.24150383399127467,-1.548918162557868,0.09137195068914242,0.7435481602081899,0.49210301927395095,-0.8761671059801833,1.4855832825690674,1.242989918096015
"Crawford County, IN",0,-0.420421510606961,-0.4385213263220568,-0.1285223109146011,-0.1427492499119432,0.8812926433924579,-0.07449838806624594,0.5686675225880058,0.4187938990314442,1.0919657688283746,0.8677009201863082,-0.35745368891316404,0.7549482187860541,0.23283263163363196,-1.5192393096777412,-1.0708088412647916
"Dallas County, TX",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-0.1427492499119432,-1.9090153237524499,-1.7679232601887789,-3.05960628558795,-1.4427517838903383,1.3591406588919206,1.1768426847423346,0.17447185138999022,0.9804927305363282,0.436051055150605,1.625971981595625,0.6418655501032452
"Dauphin County, PA",0,-0.420421510606961,-0.4385213263220568,-0.1285223109146011,-1.4830064985334581,0.9226814707883586,-1.4129948215152108,0.5686675225880058,0.4187938990314442,-0.1831432732799573,-0.8462892033485017,-0.29951137498665814,-0.8910328238995234,0.06917925801191231,0.8169607893813504,0.40996920797148184
"Davidson County, TN",0,0.07084861557660849,0.3448540627208711,0.7177220817428517,1.1975079574680687,0.7972843693771833,-0.10268923721543628,0.5686675225880067,0.4187938990314442,-0.9325833078625398,-0.880846970467766,-0.21604755816393778,0.05799451063093151,-1.2865921825568367,1.2294236396843246,0.9991333061694899
"Daviess County, IN",0,-0.420421510606961,-0.4385213263220568,-0.41060378960045757,-0.1427492499119432,1.426726329927265,0.16759621261682406,0.5686675225880058,0.4187938990314442,0.9173857865124835,0.8173667811212928,-0.35745368891316404,0.3990629683371331,0.06351415922965858,-0.32280930380364087,1.012241278621325
"Dearborn County, IN",0,-0.420421510606961,-0.4385213263220568,-0.9747667469721706,-0.1427492499119432,0.18251761669183775,0.36609869793473887,0.5686675225880058,0.4187938990314442,-1.4592168456773276,0.5940559925082214,-0.35745368891316404,-1.4508018462319816,-0.9589228689913327,-1.575082182873528,-1.923219685753559
"Decatur County, IN",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,0.8575915467746353,-0.46967591813609294,0.5686675225880058,0.4187938990314442,-0.3162484531672112,-0.9845202718255581,-0.3519003105158429,-0.938187854771192,-0.39327408578095147,-1.149369083396235,-1.5249366610477029
"Dubois County, IN",0,-0.420421510606961,-0.4385213263220568,-0.692685268286314,-0.1427492499119432,1.143243848307777,-0.17553361181926608,0.5686675225880058,0.4187938990314442,-0.3162484531672112,0.8266072275466614,-0.35745368891316404,-1.63558841858046,-0.6736284943170803,-0.1361335413075483,-0.7830677040559721
"East Baton Rouge Parish, LA",0,-0.3301002595141214,-0.2668993756028885,0.7177219119669427,1.197507323465632,-0.8795493859848549,-1.0582869569126032,-1.2965586730900722,0.4187938990314442,-0.9316187775735016,-0.7433671577976496,-0.26350248680511323,0.23621936047906278,0.07067484409042478,1.063458052171148,0.8438008123451004
"Evangeline Parish, LA",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,1.0045034399690045,-0.07449838806624594,0.5686675225880058,0.4187938990314442,1.2694393420113799,0.14574408971646285,-0.35035639190032825,2.385524500762932,2.8452589444768326,0.833301579247802,2.178639407924083
FL,1,-0.0953371557224568,-0.03216083879871255,0.717722121669901,1.1975079863333506,-1.3974502715015609,0.2744306397723488,-1.5880874999319368,-2.3735246253512297,0.03676963262072322,1.1768426847423346,3.9151264065847524,0.33588345884010345,-0.221297787195427,1.0568344234942824,0.5746906160336925
"Fayette County, IN",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,-1.2119365495600833,-0.40261961189975587,0.5686675225880058,0.4187938990314442,0.8286489999209807,0.35309069243204794,-0.3524626355765499,1.3066973580625323,1.7572880535427398,-1.2541988027351445,0.042764763111103804
"Floyd County, IN",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-0.1427492499119432,0.10133424299356979,-0.02786145925948245,0.5686675225880058,0.4187938990314442,-0.14070394056228216,0.40492734311094436,-0.35745368891316404,-1.2404739454412934,-0.31926523528960105,-0.36298633280137277,-1.0175916812184032
"Fountain County, IN",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-0.1427492499119432,1.3446212046449013,-0.018878801461298583,0.5686675225880058,0.4187938990314442,1.2684748117223417,0.9706229657371602,-0.35745368891316404,-0.005153248915416891,0.6669604815152301,-1.0172928731278292,-2.1114127188120406
"Franklin County, IN",0,-0.420421510606961,-0.4385213263220568,-0.1285223109146011,-0.1427492499119432,0.18474219513146134,-0.4682438566664576,0.5686675225880058,0.4187938990314442,0.9173857865124835,0.9364408265213663,-0.35745368891316404,-1.031063274677535,-0.1625912633676167,-1.5027919494425956,-1.249971266574197
"Franklin County, MO",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,0.23297880451443892,-0.0063563396379017955,0.5686675225880058,0.4187938990314442,0.47755997471112227,-0.05709497815747929,-0.35745368891316404,-0.6593264078657695,-0.9407039113076078,-1.2492965657752089,-1.4143343681476612
"Franklin Parish, LA",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,1.185640565261148,-0.07449838806624594,0.5686675225880058,0.4187938990314442,0.3878586578305816,-0.1618951632256826,-0.35745368891316404,2.3160972433399074,2.049969717029051,-0.059154211654069415,1.0658510737872384
GA,1,2.013710380477983,2.418936139358808,0.7177221244515871,1.1975079970670877,-1.4164695593602286,-0.11360286140454508,-1.4349213189903414,-1.4427517838903383,0.007833723949581057,-0.023288466845155644,1.792351028960599,0.4700837179589971,0.1306323915648626,0.9314398533164473,-0.09623509817511842
