Model,Variable,Coefficient,SE,Effect_Ratio,Effect_Lower,Effect_Upper,p_value,Interpretation,Capacity_Set,N,Events
AFT_lognormal,Capacity_Velocity_Index_fixed_12m_scaled,-0.1487505743201094,0.05844056401475765,0.8617840391639159,0.7685174766404982,0.9663693445257657,0.010917422247866591,Time Ratio (<1 = faster completion),velocity_index_fixed_12m_scaled,150,39
Cox_PH,Capacity_Velocity_Index_fixed_18m_scaled,0.3685099362731225,0.14935337989984085,1.4455790042251713,1.0787281310299406,1.9371875056799064,0.01361099210763804,Hazard Ratio (>1 = faster completion),velocity_index_fixed_18m_scaled,151,40
AFT_lognormal,Capacity_Velocity_Index_fixed_18m_scaled,-0.18573243585255958,0.061261691380460045,0.8304957761510484,0.7365315954149761,0.9364475855460468,0.0024311020896148994,Time Ratio (<1 = faster completion),velocity_index_fixed_18m_scaled,151,40
Cox_PH,Capacity_Index_Q2,-0.4840545065875032,0.464931839192543,0.6162796096983271,0.24775766528089624,1.532951793436227,0.2978151970975688,Hazard Ratio (>1 = faster completion),quartiles_ratio,156,41
Cox_PH,Capacity_Index_Q3,-0.02700791389017703,0.39829257235602566,0.9733535384808494,0.4459060448089233,2.124701205338383,0.945937493712717,Hazard Ratio (>1 = faster completion),quartiles_ratio,156,41
Cox_PH,Capacity_Index_Q4,0.7372346368675341,0.38930156005272976,2.0901474983662864,0.9745471280311238,4.4828171355375686,0.05825997244430663,Hazard Ratio (>1 = faster completion),quartiles_ratio,156,41
AFT_lognormal,Capacity_Index_Q2,-2.2146204542703605,107.39605678847076,0.10919495086171957,4.192888211775446e-93,2.8437527287769246e+90,0.9835479411550109,Time Ratio (<1 = faster completion),quartiles_ratio,156,41
AFT_lognormal,Capacity_Index_Q3,-2.8289073020496436,107.39579336260533,0.059077372136876166,2.2696355423773992e-93,1.5377516933591047e+90,0.9789853922693764,Time Ratio (<1 = faster completion),quartiles_ratio,156,41
AFT_lognormal,Capacity_Index_Q4,-3.33799370522024,107.39588730193066,0.03550812607336002,1.363900682998624e-93,9.244272936865273e+89,0.9752047778047941,Time Ratio (<1 = faster completion),quartiles_ratio,156,41
Cox_PH,Capacity_Absolute_Index_Q2,0.10358429183669672,0.3961447679241829,1.1091392808120304,0.5102547409249447,2.4109329038476903,0.793721674193492,Hazard Ratio (>1 = faster completion),quartiles_absolute,156,41
Cox_PH,Capacity_Absolute_Index_Q3,0.02707600454661297,0.3861614267331508,1.0274458903550117,0.4820118963225645,2.1900809205359533,0.9441015174906363,Hazard Ratio (>1 = faster completion),quartiles_absolute,156,41
Cox_PH,Capacity_Absolute_Index_Q4,-0.3610516429489103,0.39102706704841933,0.6969430053454668,0.32385784439264037,1.4998233364113922,0.3558291017700759,Hazard Ratio (>1 = faster completion),quartiles_absolute,156,41
AFT_lognormal,Capacity_Absolute_Index_Q2,0.892202580204775,0.2576363984526477,2.4404991308397768,1.4729166020591502,4.043702134461053,0.0005341288137017397,Time Ratio (<1 = faster completion),quartiles_absolute,156,41
AFT_lognormal,Capacity_Absolute_Index_Q3,0.9274583052996855,0.25490244331110934,2.528075408874789,1.5339693109397432,4.166423165951127,0.00027424831527687996,Time Ratio (<1 = faster completion),quartiles_absolute,156,41
AFT_lognormal,Capacity_Absolute_Index_Q4,1.131544508729696,0.25725688046005546,3.100441462870447,1.872604585497805,5.13335134343422,1.0900139247229115e-05,Time Ratio (<1 = faster completion),quartiles_absolute,156,41
Cox_PH,Capacity_Velocity_Index_Q2,-0.5534592125515223,0.3485516721318074,0.5749574663123477,0.29036749425475245,1.1384748451845823,0.11231283870291317,Hazard Ratio (>1 = faster completion),quartiles_velocity,156,41
Cox_PH,Capacity_Velocity_Index_Q3,0.11020507113821273,0.3560624553556687,1.1165070103470216,0.555623419309225,2.243584162999926,0.756933220740108,Hazard Ratio (>1 = faster completion),quartiles_velocity,156,41
Cox_PH,Capacity_Velocity_Index_Q4,1.1417717982133382,0.4018513843576838,3.132313278572349,1.4249796853648977,6.885281647091155,0.004493301864315463,Hazard Ratio (>1 = faster completion),quartiles_velocity,156,41
AFT_lognormal,Capacity_Velocity_Index_Q2,0.3641011085990722,0.2552072973923417,1.4392197242918396,0.8727588411028836,2.3733399390983667,0.15366993657776357,Time Ratio (<1 = faster completion),quartiles_velocity,156,41
AFT_lognormal,Capacity_Velocity_Index_Q3,0.19079478659313365,0.252463941092997,1.2102110750592834,0.7378420915657534,1.9849922672317841,0.44981058890923986,Time Ratio (<1 = faster completion),quartiles_velocity,156,41
AFT_lognormal,Capacity_Velocity_Index_Q4,-0.16062897444222224,0.25939427819257593,0.851607980824331,0.5122039376659742,1.4159128809287786,0.5357540450966319,Time Ratio (<1 = faster completion),quartiles_velocity,156,41
Cox_PH,Capacity_Velocity_Index_pp_Q2,-0.5534592125515223,0.3485516721318074,0.5749574663123477,0.29036749425475245,1.1384748451845823,0.11231283870291317,Hazard Ratio (>1 = faster completion),quartiles_velocity_pp,156,41
Cox_PH,Capacity_Velocity_Index_pp_Q3,0.11020507113821273,0.3560624553556687,1.1165070103470216,0.555623419309225,2.243584162999926,0.756933220740108,Hazard Ratio (>1 = faster completion),quartiles_velocity_pp,156,41
Cox_PH,Capacity_Velocity_Index_pp_Q4,1.1417717982133382,0.4018513843576838,3.132313278572349,1.4249796853648977,6.885281647091155,0.004493301864315463,Hazard Ratio (>1 = faster completion),quartiles_velocity_pp,156,41
AFT_lognormal,Capacity_Velocity_Index_pp_Q2,0.3641011085990722,0.2552072973923417,1.4392197242918396,0.8727588411028836,2.3733399390983667,0.15366993657776357,Time Ratio (<1 = faster completion),quartiles_velocity_pp,156,41
AFT_lognormal,Capacity_Velocity_Index_pp_Q3,0.19079478659313365,0.252463941092997,1.2102110750592834,0.7378420915657534,1.9849922672317841,0.44981058890923986,Time Ratio (<1 = faster completion),quartiles_velocity_pp,156,41
AFT_lognormal,Capacity_Velocity_Index_pp_Q4,-0.16062897444222224,0.25939427819257593,0.851607980824331,0.5122039376659742,1.4159128809287786,0.5357540450966319,Time Ratio (<1 = faster completion),quartiles_velocity_pp,156,41
Cox_PH,Capacity_Velocity_Index_winsor_Q2,-0.5534592125515223,0.3485516721318074,0.5749574663123477,0.29036749425475245,1.1384748451845823,0.11231283870291317,Hazard Ratio (>1 = faster completion),quartiles_velocity_winsor,156,41
Cox_PH,Capacity_Velocity_Index_winsor_Q3,0.11020507113821273,0.3560624553556687,1.1165070103470216,0.555623419309225,2.243584162999926,0.756933220740108,Hazard Ratio (>1 = faster completion),quartiles_velocity_winsor,156,41
Cox_PH,Capacity_Velocity_Index_winsor_Q4,1.1417717982133382,0.4018513843576838,3.132313278572349,1.4249796853648977,6.885281647091155,0.004493301864315463,Hazard Ratio (>1 = faster completion),quartiles_velocity_winsor,156,41
AFT_lognormal,Capacity_Velocity_Index_winsor_Q2,0.3641011085990722,0.2552072973923417,1.4392197242918396,0.8727588411028836,2.3733399390983667,0.15366993657776357,Time Ratio (<1 = faster completion),quartiles_velocity_winsor,156,41
AFT_lognormal,Capacity_Velocity_Index_winsor_Q3,0.19079478659313365,0.252463941092997,1.2102110750592834,0.7378420915657534,1.9849922672317841,0.44981058890923986,Time Ratio (<1 = faster completion),quartiles_velocity_winsor,156,41
AFT_lognormal,Capacity_Velocity_Index_winsor_Q4,-0.16062897444222224,0.25939427819257593,0.851607980824331,0.5122039376659742,1.4159128809287786,0.5357540450966319,Time Ratio (<1 = faster completion),quartiles_velocity_winsor,156,41
Cox_PH,Capacity_Velocity_Index_scaled_Q2,-0.547153199887344,0.35284051246505443,0.5785946112645198,0.2897583739414274,1.155347883930397,0.12097127253091702,Hazard Ratio (>1 = faster completion),quartiles_velocity_scaled,156,41
Cox_PH,Capacity_Velocity_Index_scaled_Q3,0.1594351243494442,0.3570239571594236,1.1728481704644416,0.5825624008826872,2.3612454715195264,0.6551877129596462,Hazard Ratio (>1 = faster completion),quartiles_velocity_scaled,156,41
Cox_PH,Capacity_Velocity_Index_scaled_Q4,1.0257089863463629,0.3948482197401191,2.789072173841962,1.2863653665304464,6.047211619106827,0.009384230514843593,Hazard Ratio (>1 = faster completion),quartiles_velocity_scaled,156,41
AFT_lognormal,Capacity_Velocity_Index_scaled_Q2,0.37364474538750503,0.2608930190163929,1.4530208663912976,0.8713633929031144,2.422949661833299,0.15209343102547762,Time Ratio (<1 = faster completion),quartiles_velocity_scaled,156,41
AFT_lognormal,Capacity_Velocity_Index_scaled_Q3,0.1829025067404062,0.25702378483621136,1.2006973424766663,0.7255285504008648,1.9870673696217513,0.47670194800871857,Time Ratio (<1 = faster completion),quartiles_velocity_scaled,156,41
AFT_lognormal,Capacity_Velocity_Index_scaled_Q4,-0.1008211516050947,0.2584808412473266,0.9040947143156988,0.5447467391438523,1.500490399884222,0.6964975735155354,Time Ratio (<1 = faster completion),quartiles_velocity_scaled,156,41
Cox_PH,Capacity_PCA1,0.08638625143173308,0.12647989121036568,1.0902273488644108,0.8508582099385352,1.396937419570511,0.49460441581207903,Hazard Ratio (>1 = faster completion),pca,151,40
AFT_lognormal,Capacity_PCA1,-0.08205499149879696,0.07935938495164097,0.9212212979635079,0.7885207731009469,1.0762540554057485,0.301151553566953,Time Ratio (<1 = faster completion),pca,151,40
